<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.09.18;17:23:00;121800;121850;121750;121840;323;699;10
2020.09.18;17:24:00;121830;121860;121810;121820;195;424;10
2020.09.18;17:25:00;121820;121850;121770;121780;268;435;10
2020.09.18;17:26:00;121780;121780;121730;121750;205;408;10
2020.09.18;17:27:00;121740;121740;121680;121730;264;591;10
2020.09.18;17:28:00;121720;121720;121640;121690;335;643;10
2020.09.18;17:29:00;121690;121790;121690;121720;260;553;10
2020.09.18;17:30:00;121720;121740;121640;121710;350;976;10
2020.09.18;17:31:00;121700;121710;121640;121670;206;395;10
2020.09.18;17:32:00;121670;121750;121650;121670;313;569;10
2020.09.18;17:33:00;121670;121730;121640;121730;269;523;10
2020.09.18;17:34:00;121730;121730;121650;121660;269;769;10
2020.09.18;17:35:00;121660;121710;121610;121620;398;809;10
2020.09.18;17:36:00;121610;121640;121590;121630;410;961;10
2020.09.18;17:37:00;121630;121690;121610;121620;235;502;10
2020.09.18;17:38:00;121620;121680;121620;121670;163;408;10
2020.09.18;17:39:00;121660;121700;121610;121660;208;414;10
2020.09.18;17:40:00;121650;121730;121640;121670;508;1043;10
2020.09.18;17:41:00;121660;121690;121610;121690;213;502;10
2020.09.18;17:42:00;121690;121740;121670;121700;263;524;10
2020.09.18;17:43:00;121700;121760;121690;121750;232;469;10
2020.09.18;17:44:00;121760;121780;121730;121770;199;529;10
2020.09.18;17:45:00;121760;121790;121670;121680;390;893;10
2020.09.18;17:46:00;121670;121670;121600;121650;435;836;10
2020.09.18;17:47:00;121670;121670;121630;121640;178;367;10
2020.09.18;17:48:00;121650;121740;121630;121700;327;652;10
2020.09.18;17:49:00;121690;121740;121640;121700;379;1036;10
2020.09.18;17:50:00;121700;121720;121630;121630;225;534;10
2020.09.18;17:51:00;121640;121660;121570;121620;527;1140;10
2020.09.18;17:52:00;121630;121650;121540;121570;531;1046;10
2020.09.18;17:53:00;121580;121610;121530;121560;358;929;10
2020.09.18;17:54:00;121560;121610;121510;121530;469;948;10
2020.09.18;17:55:00;121530;121590;121510;121550;442;827;10
2020.09.18;17:56:00;121550;121600;121530;121550;541;1135;10
2020.09.18;17:57:00;121560;121610;121540;121550;357;723;10
2020.09.18;17:58:00;121560;121580;121510;121550;352;815;10
2020.09.18;17:59:00;121560;121570;121480;121500;552;1150;10
2020.09.18;18:00:00;121500;121520;121310;121400;2003;4639;10
2020.09.18;18:01:00;121400;121410;121250;121330;1278;2832;10
2020.09.18;18:02:00;121330;121340;121260;121270;590;1245;10
2020.09.18;18:03:00;121280;121300;121210;121210;560;1014;10
2020.09.18;18:04:00;121220;121390;121200;121330;648;1620;10
2020.09.18;18:05:00;121340;121380;121320;121360;397;1146;10
2020.09.18;18:06:00;121350;121350;121270;121300;441;998;10
2020.09.18;18:07:00;121310;121370;121280;121370;486;1280;10
2020.09.18;18:08:00;121380;121420;121350;121390;274;554;10
2020.09.18;18:09:00;121400;121440;121390;121440;243;537;10
2020.09.18;18:10:00;121440;121450;121380;121400;388;1034;10
2020.09.18;18:11:00;121400;121400;121360;121390;220;462;10
2020.09.18;18:12:00;121390;121440;121370;121410;148;270;10
2020.09.18;18:13:00;121400;121450;121320;121430;352;841;10
2020.09.18;18:14:00;121420;121440;121400;121420;195;385;10
2020.09.18;18:15:00;121420;121480;121380;121410;382;828;10
2020.09.18;18:16:00;121400;121400;121310;121330;536;1115;10
2020.09.18;18:17:00;121320;121330;121270;121280;387;650;10
2020.09.18;18:18:00;121280;121320;121270;121320;247;428;10
2020.09.18;18:19:00;121320;121330;121270;121270;264;480;10
2020.09.18;18:20:00;121270;121330;121240;121280;472;1063;10
2020.09.18;18:21:00;121280;121340;121270;121300;250;515;10
2020.09.18;18:22:00;121310;121320;121270;121300;168;389;10
2020.09.18;18:23:00;121280;121350;121260;121330;171;609;10
2020.09.18;18:24:00;121320;121340;121290;121330;154;274;10
2020.09.18;18:25:00;121330;121330;121250;121260;326;697;10
2020.09.18;18:26:00;121270;121330;121220;121290;347;729;10
2020.09.18;18:27:00;121280;121320;121280;121320;217;433;10
2020.09.18;18:28:00;121310;121330;121260;121300;463;948;10
2020.09.18;18:29:00;121300;121330;121220;121230;550;1150;10
2020.09.18;18:30:00;121240;121260;121160;121170;715;1635;10
2020.09.18;18:31:00;121170;121190;121110;121120;627;1706;10
2020.09.18;18:32:00;121120;121130;121060;121100;786;2140;10
2020.09.18;18:33:00;121090;121140;121020;121130;988;2654;10
2020.09.18;18:34:00;121120;121120;120910;120960;1297;3292;10
2020.09.18;18:35:00;120970;121000;120860;120920;1341;3460;10
2020.09.18;18:36:00;120920;120980;120880;120920;561;1092;10
2020.09.18;18:37:00;120910;120960;120890;120940;576;1442;10
2020.09.18;18:38:00;120950;120990;120930;120960;488;929;10
2020.09.18;18:39:00;120950;121030;120910;121030;530;1077;10
2020.09.18;18:40:00;121020;121040;120910;120950;837;2032;10
2020.09.18;18:41:00;120940;121000;120920;120940;301;655;10
2020.09.18;18:42:00;120950;120970;120930;120930;225;458;10
2020.09.18;18:43:00;120930;121000;120920;120960;347;966;10
2020.09.18;18:44:00;120960;121090;120900;121040;678;2305;10
2020.09.18;19:00:00;121100;121270;121020;121080;463;1145;10
2020.09.18;19:01:00;121090;121170;121070;121130;253;526;10
2020.09.18;19:02:00;121130;121200;121120;121170;365;664;10
2020.09.18;19:03:00;121170;121200;121120;121180;256;772;10
2020.09.18;19:04:00;121170;121190;121100;121130;222;344;10
2020.09.18;19:05:00;121120;121200;121110;121200;229;391;10
2020.09.18;19:06:00;121200;121270;121200;121240;322;551;10
2020.09.18;19:07:00;121240;121270;121230;121250;172;331;10
2020.09.18;19:08:00;121250;121320;121240;121290;314;680;10
2020.09.18;19:09:00;121290;121330;121270;121320;218;503;10
2020.09.18;19:10:00;121310;121360;121310;121360;258;491;10
2020.09.18;19:11:00;121350;121360;121320;121340;215;404;10
2020.09.18;19:12:00;121350;121350;121290;121320;328;546;10
2020.09.18;19:13:00;121310;121320;121270;121310;256;464;10
2020.09.18;19:14:00;121310;121330;121300;121310;146;286;10
2020.09.18;19:15:00;121310;121320;121230;121270;400;768;10
2020.09.18;19:16:00;121260;121310;121240;121260;205;468;10
2020.09.18;19:17:00;121250;121290;121240;121260;292;578;10
2020.09.18;19:18:00;121260;121260;121190;121190;306;839;10
2020.09.18;19:19:00;121190;121200;121140;121180;388;884;10
2020.09.18;19:20:00;121190;121230;121180;121200;187;316;10
2020.09.18;19:21:00;121200;121210;121180;121180;105;157;10
2020.09.18;19:22:00;121170;121200;121130;121130;200;348;10
2020.09.18;19:23:00;121130;121140;121100;121100;134;194;10
2020.09.18;19:24:00;121100;121120;121090;121100;141;213;10
2020.09.18;19:25:00;121100;121110;121060;121110;214;469;10
2020.09.18;19:26:00;121110;121190;121110;121160;227;484;10
2020.09.18;19:27:00;121170;121180;121120;121160;149;274;10
2020.09.18;19:28:00;121150;121210;121150;121190;162;322;10
2020.09.18;19:29:00;121180;121200;121170;121170;105;151;10
2020.09.18;19:30:00;121180;121200;121140;121160;94;134;10
2020.09.18;19:31:00;121150;121150;121060;121070;214;452;10
2020.09.18;19:32:00;121070;121080;121050;121050;152;230;10
2020.09.18;19:33:00;121050;121110;121050;121100;149;231;10
2020.09.18;19:34:00;121100;121140;121100;121100;85;316;10
2020.09.18;19:35:00;121100;121120;121060;121080;171;313;10
2020.09.18;19:36:00;121090;121120;121090;121120;110;159;10
2020.09.18;19:37:00;121130;121140;121100;121110;80;140;10
2020.09.18;19:38:00;121110;121110;120980;120990;507;1007;10
2020.09.18;19:39:00;120990;121010;120940;120950;394;673;10
2020.09.18;19:40:00;120950;120990;120940;120980;169;262;10
2020.09.18;19:41:00;120980;120990;120960;120980;96;220;10
2020.09.18;19:42:00;120970;120970;120910;120930;307;703;10
2020.09.18;19:43:00;120920;120950;120920;120930;157;331;10
2020.09.18;19:44:00;120930;120930;120910;120910;79;169;10
2020.09.18;19:45:00;120920;120980;120910;120980;170;275;10
2020.09.18;19:46:00;120980;121060;120980;121050;275;573;10
2020.09.18;19:47:00;121040;121050;120960;120970;259;505;10
2020.09.18;19:48:00;120980;120990;120970;120970;113;206;10
2020.09.18;19:49:00;120980;120990;120960;120980;49;138;10
2020.09.18;19:50:00;120970;120970;120820;120840;705;1459;10
2020.09.18;19:51:00;120840;120870;120830;120870;240;483;10
2020.09.18;19:52:00;120860;120900;120850;120890;146;229;10
2020.09.18;19:53:00;120900;120900;120840;120850;195;383;10
2020.09.18;19:54:00;120850;120870;120720;120750;695;1308;10
2020.09.18;19:55:00;120750;120760;120710;120750;513;1015;10
2020.09.18;19:56:00;120760;120760;120740;120750;296;838;10
2020.09.18;19:57:00;120740;120750;120720;120730;125;219;10
2020.09.18;19:58:00;120720;120750;120720;120740;175;460;10
2020.09.18;19:59:00;120740;120750;120710;120740;165;270;10
2020.09.18;20:00:00;120740;120740;120710;120720;144;298;10
2020.09.18;20:01:00;120720;120740;120700;120720;242;566;10
2020.09.18;20:02:00;120720;120720;120690;120700;260;513;10
2020.09.18;20:03:00;120690;120720;120690;120720;133;455;10
2020.09.18;20:04:00;120720;120720;120710;120710;101;296;10
2020.09.18;20:05:00;120710;120720;120700;120710;74;192;10
2020.09.18;20:06:00;120720;120720;120700;120700;146;420;10
2020.09.18;20:07:00;120700;120720;120680;120720;331;605;10
2020.09.18;20:08:00;120720;120780;120710;120750;351;847;10
2020.09.18;20:09:00;120760;120760;120610;120610;491;1167;10
2020.09.18;20:10:00;120610;120630;120530;120570;567;1120;10
2020.09.18;20:11:00;120570;120690;120560;120660;365;791;10
2020.09.18;20:12:00;120660;120700;120660;120700;217;406;10
2020.09.18;20:13:00;120700;120750;120690;120750;195;490;10
2020.09.18;20:14:00;120750;120840;120740;120820;427;750;10
2020.09.18;20:15:00;120810;120830;120740;120750;286;565;10
2020.09.18;20:16:00;120750;120770;120710;120710;199;518;10
2020.09.18;20:17:00;120720;120720;120610;120700;397;922;10
2020.09.18;20:18:00;120690;120720;120660;120680;181;305;10
2020.09.18;20:19:00;120690;120720;120670;120690;144;288;10
2020.09.18;20:20:00;120690;120700;120680;120690;59;92;10
2020.09.18;20:21:00;120690;120710;120660;120700;84;187;10
2020.09.18;20:22:00;120710;120730;120690;120710;151;275;10
2020.09.18;20:23:00;120710;120720;120650;120670;221;437;10
2020.09.18;20:24:00;120660;120670;120620;120640;171;301;10
2020.09.18;20:25:00;120650;120660;120540;120570;433;942;10
2020.09.18;20:26:00;120590;120600;120530;120530;226;555;10
2020.09.18;20:27:00;120530;120550;120430;120430;536;1257;10
2020.09.18;20:28:00;120430;120450;120380;120380;224;704;10
2020.09.18;20:29:00;120390;120400;120310;120310;294;530;10
2020.09.18;20:30:00;120310;120360;120270;120270;530;1297;10
2020.09.18;20:31:00;120270;120280;120230;120260;327;877;10
2020.09.18;20:32:00;120260;120320;120240;120310;359;854;10
2020.09.18;20:33:00;120310;120400;120300;120390;439;1183;10
2020.09.18;20:34:00;120380;120420;120330;120380;351;923;10
2020.09.18;20:35:00;120380;120410;120370;120410;238;390;10
2020.09.18;20:36:00;120410;120410;120320;120340;288;571;10
2020.09.18;20:37:00;120340;120360;120310;120340;187;316;10
2020.09.18;20:38:00;120340;120360;120290;120340;248;430;10
2020.09.18;20:39:00;120350;120410;120340;120360;188;398;10
2020.09.18;20:40:00;120380;120390;120330;120330;162;409;10
2020.09.18;20:41:00;120340;120370;120320;120330;150;299;10
2020.09.18;20:42:00;120330;120340;120270;120310;261;511;10
2020.09.18;20:43:00;120320;120370;120300;120350;225;410;10
2020.09.18;20:44:00;120350;120400;120340;120380;132;238;10
2020.09.18;20:45:00;120370;120390;120330;120370;185;352;10
2020.09.18;20:46:00;120370;120400;120360;120390;114;199;10
2020.09.18;20:47:00;120390;120430;120370;120390;263;447;10
2020.09.18;20:48:00;120390;120440;120380;120430;297;611;10
2020.09.18;20:49:00;120430;120440;120410;120430;178;395;10
2020.09.18;20:50:00;120420;120490;120420;120480;316;604;10
2020.09.18;20:51:00;120490;120490;120450;120460;221;516;10
2020.09.18;20:52:00;120470;120500;120450;120450;159;331;10
2020.09.18;20:53:00;120470;120530;120470;120520;197;394;10
2020.09.18;20:54:00;120520;120600;120510;120590;456;969;10
2020.09.18;20:55:00;120580;120590;120570;120580;139;240;10
2020.09.18;20:56:00;120570;120580;120560;120560;83;131;10
2020.09.18;20:57:00;120560;120580;120550;120570;112;260;10
2020.09.18;20:58:00;120560;120600;120560;120600;69;121;10
2020.09.18;20:59:00;120590;120640;120590;120630;129;204;10
2020.09.18;21:00:00;120630;120630;120540;120570;304;737;10
2020.09.18;21:01:00;120570;120590;120470;120500;363;843;10
2020.09.18;21:02:00;120510;120550;120510;120550;151;267;10
2020.09.18;21:03:00;120550;120550;120490;120530;136;291;10
2020.09.18;21:04:00;120520;120580;120520;120570;148;221;10
2020.09.18;21:05:00;120560;120630;120560;120630;167;278;10
2020.09.18;21:06:00;120630;120650;120590;120590;169;370;10
2020.09.18;21:07:00;120590;120630;120580;120630;111;201;10
2020.09.18;21:08:00;120610;120640;120580;120620;101;191;10
2020.09.18;21:09:00;120630;120630;120590;120600;96;171;10
2020.09.18;21:10:00;120610;120630;120580;120620;126;203;10
2020.09.18;21:11:00;120620;120620;120580;120580;88;160;10
2020.09.18;21:12:00;120600;120600;120570;120570;86;156;10
2020.09.18;21:13:00;120590;120590;120570;120580;41;65;10
2020.09.18;21:14:00;120570;120610;120570;120600;81;127;10
2020.09.18;21:15:00;120590;120600;120570;120590;34;49;10
2020.09.18;21:16:00;120580;120630;120580;120610;48;104;10
2020.09.18;21:17:00;120590;120590;120500;120500;246;492;10
2020.09.18;21:18:00;120510;120540;120500;120530;108;173;10
2020.09.18;21:19:00;120520;120530;120490;120510;122;325;10
2020.09.18;21:20:00;120520;120530;120510;120530;44;96;10
2020.09.18;21:21:00;120530;120580;120530;120580;94;160;10
2020.09.18;21:22:00;120590;120650;120570;120630;204;525;10
2020.09.18;21:23:00;120640;120680;120630;120670;190;696;10
2020.09.18;21:24:00;120670;120680;120650;120650;74;130;10
2020.09.18;21:25:00;120660;120690;120650;120680;99;195;10
2020.09.18;21:26:00;120690;120740;120690;120730;242;597;10
2020.09.18;21:27:00;120720;120730;120690;120710;143;442;10
2020.09.18;21:28:00;120710;120720;120690;120710;159;377;10
2020.09.18;21:29:00;120700;120730;120700;120710;74;158;10
2020.09.18;21:30:00;120720;120720;120690;120700;192;434;10
2020.09.18;21:31:00;120690;120690;120660;120660;76;134;10
2020.09.18;21:32:00;120660;120710;120630;120700;154;470;10
2020.09.18;21:33:00;120700;120710;120670;120700;60;94;10
2020.09.18;21:34:00;120700;120730;120700;120730;81;129;10
2020.09.18;21:35:00;120730;120730;120700;120720;86;112;10
2020.09.18;21:36:00;120710;120720;120690;120720;32;68;10
2020.09.18;21:37:00;120720;120730;120690;120710;77;202;10
2020.09.18;21:38:00;120710;120710;120670;120670;90;238;10
2020.09.18;21:39:00;120670;120690;120660;120670;60;120;10
2020.09.18;21:40:00;120680;120680;120660;120670;63;280;10
2020.09.18;21:41:00;120680;120710;120680;120700;53;238;10
2020.09.18;21:42:00;120690;120700;120610;120620;163;728;10
2020.09.18;21:43:00;120630;120630;120580;120620;138;345;10
2020.09.18;21:44:00;120600;120630;120560;120570;106;367;10
2020.09.18;21:45:00;120570;120600;120570;120570;109;307;10
2020.09.18;21:46:00;120570;120640;120570;120630;87;280;10
2020.09.18;21:47:00;120630;120670;120630;120650;120;329;10
2020.09.18;21:48:00;120650;120660;120610;120620;36;56;10
2020.09.18;21:49:00;120630;120640;120600;120640;60;196;10
2020.09.18;21:50:00;120630;120630;120580;120590;75;167;10
2020.09.18;21:51:00;120600;120630;120590;120620;19;30;10
2020.09.18;21:52:00;120630;120650;120620;120650;75;184;10
2020.09.18;21:53:00;120650;120660;120650;120660;33;59;10
2020.09.18;21:54:00;120660;120660;120610;120620;47;161;10
2020.09.18;21:55:00;120620;120630;120580;120620;65;93;10
2020.09.18;21:56:00;120610;120650;120600;120620;36;94;10
2020.09.18;21:57:00;120620;120660;120620;120650;57;159;10
2020.09.18;21:58:00;120650;120660;120620;120640;18;30;10
2020.09.18;21:59:00;120630;120720;120630;120720;160;415;10
2020.09.18;22:00:00;120700;120720;120690;120700;164;360;10
2020.09.18;22:01:00;120710;120730;120700;120730;105;183;10
2020.09.18;22:02:00;120720;120730;120690;120710;52;98;10
2020.09.18;22:03:00;120710;120760;120690;120740;287;1035;10
2020.09.18;22:04:00;120750;120770;120740;120750;143;467;10
2020.09.18;22:05:00;120760;120760;120720;120720;75;190;10
2020.09.18;22:06:00;120720;120730;120700;120720;63;209;10
2020.09.18;22:07:00;120720;120730;120670;120670;111;294;10
2020.09.18;22:08:00;120680;120720;120670;120710;65;139;10
2020.09.18;22:09:00;120720;120740;120710;120740;25;77;10
2020.09.18;22:10:00;120740;120780;120740;120780;98;224;10
2020.09.18;22:11:00;120750;120750;120710;120720;79;221;10
2020.09.18;22:12:00;120730;120730;120690;120700;136;505;10
2020.09.18;22:13:00;120710;120710;120680;120700;86;267;10
2020.09.18;22:14:00;120690;120690;120650;120670;87;141;10
2020.09.18;22:15:00;120670;120710;120670;120690;187;580;10
2020.09.18;22:16:00;120690;120690;120650;120650;79;149;10
2020.09.18;22:17:00;120660;120680;120660;120670;54;113;10
2020.09.18;22:18:00;120670;120670;120640;120640;144;298;10
2020.09.18;22:19:00;120640;120650;120620;120650;97;233;10
2020.09.18;22:20:00;120660;120660;120630;120630;82;228;10
2020.09.18;22:21:00;120620;120630;120610;120630;51;98;10
2020.09.18;22:22:00;120640;120670;120630;120630;46;78;10
2020.09.18;22:23:00;120630;120640;120600;120630;229;647;10
2020.09.18;22:24:00;120640;120660;120630;120640;68;127;10
2020.09.18;22:25:00;120640;120680;120630;120670;204;764;10
2020.09.18;22:26:00;120680;120690;120660;120670;88;204;10
2020.09.18;22:27:00;120680;120690;120670;120670;50;190;10
2020.09.18;22:28:00;120680;120690;120670;120680;40;75;10
2020.09.18;22:29:00;120680;120730;120660;120720;121;261;10
2020.09.18;22:30:00;120720;120760;120710;120750;179;458;10
2020.09.18;22:31:00;120740;120740;120720;120720;19;86;10
2020.09.18;22:32:00;120720;120720;120680;120700;164;381;10
2020.09.18;22:33:00;120670;120700;120650;120700;91;183;10
2020.09.18;22:34:00;120700;120720;120690;120720;81;144;10
2020.09.18;22:35:00;120720;120730;120680;120710;68;176;10
2020.09.18;22:36:00;120700;120720;120700;120710;45;123;10
2020.09.18;22:37:00;120700;120720;120700;120700;41;108;10
2020.09.18;22:38:00;120700;120720;120690;120690;23;48;10
2020.09.18;22:39:00;120690;120720;120690;120700;98;277;10
2020.09.18;22:40:00;120700;120700;120660;120660;79;180;10
2020.09.18;22:41:00;120660;120690;120660;120680;40;110;10
2020.09.18;22:42:00;120670;120700;120670;120690;19;27;10
2020.09.18;22:43:00;120690;120700;120680;120690;67;154;10
2020.09.18;22:44:00;120700;120700;120670;120670;35;61;10
2020.09.18;22:45:00;120670;120690;120670;120680;49;91;10
2020.09.18;22:46:00;120670;120670;120650;120670;35;77;10
2020.09.18;22:47:00;120670;120680;120670;120670;27;69;10
2020.09.18;22:48:00;120660;120660;120640;120650;32;57;10
2020.09.18;22:49:00;120650;120670;120620;120650;105;197;10
2020.09.18;22:50:00;120640;120650;120620;120620;81;215;10
2020.09.18;22:51:00;120620;120640;120600;120600;92;230;10
2020.09.18;22:52:00;120620;120620;120570;120580;116;488;10
2020.09.18;22:53:00;120580;120650;120580;120610;109;413;10
2020.09.18;22:54:00;120610;120630;120600;120630;93;222;10
2020.09.18;22:55:00;120640;120660;120620;120620;96;202;10
2020.09.18;22:56:00;120620;120630;120590;120600;68;221;10
2020.09.18;22:57:00;120590;120590;120550;120560;98;263;10
2020.09.18;22:58:00;120560;120560;120530;120550;97;212;10
2020.09.18;22:59:00;120550;120560;120450;120460;228;450;10
2020.09.18;23:00:00;120460;120510;120450;120510;119;298;10
2020.09.18;23:01:00;120510;120550;120500;120550;96;187;10
